"PAIS","DEPARTAMENTO","CODIGO DANE","MUNICIPIO","DESAGREGACIÓN CULTIVO","CULTIVO","CICLO DE CULTIVO","GRUPO CULTIVO","SUBGRUPO","AÑO","PERIODO","Área Sembrada(ha)","ÁREA COSECHADA(ha)","PRODUCCION(t)","RENDIMIENTO(t/ha)","CÓDIGO  CULTIVO","NOMBRE CIENTÍFICO CULTIVO","ESTADO FISICO DEL CULTIVO"
"Colombia","Caldas","17616","Risaralda","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2021","2021B","6.00","6","9","1.5","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17616","Risaralda","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021B","3.00","3","3","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17616","Risaralda","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","17.00","15","19.5","1.3","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17653","Salamina","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","2,192.33","1,716.97","1,716.97","1","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17653","Salamina","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","601.00","601","36,060","60","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17653","Salamina","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021A","3.30","3.1","4.65","1.5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17653","Salamina","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021A","7.00","6.8","6.8","1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17653","Salamina","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021B","3.00","3","4.5","1.5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17653","Salamina","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","5.00","4.8","8.16","1.7","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17662","Samaná","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","1,571.00","1,566","1,252.8","0.8","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17662","Samaná","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","2,908.49","2,464.72","2,612.6","1.06","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17662","Samaná","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","1,402.60","1,402.6","56,104","40","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17662","Samaná","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021A","8.00","8","14.4","1.8","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17662","Samaná","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021A","2.50","2.5","4.5","1.8","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17662","Samaná","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021A","5.00","5","5","1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17662","Samaná","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021B","4.00","4","7.2","1.8","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17662","Samaná","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021B","3.00","3","5.4","1.8","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17662","Samaná","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","6.50","6.5","6.5","1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17665","San José","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","118.00","113","67.8","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17665","San José","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","1,617.17","1,164.86","1,269.7","1.09","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17665","San José","Caña de Azúcar","Caña de Azúcar","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","223.00","213","21,297.87","99.99","2030401","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17665","San José","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","30.00","29","1,740","60","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17665","San José","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2021","2021A","0.40","0.4","0.8","2","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021A","10.00","10","16","1.6","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2021","2021A","0.66","0.66","1.32","2","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021A","2.50","2.5","4","1.6","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021A","5.20","5.2","5.2","1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17665","San José","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2021","2021B","0.47","0.47","0.94","2","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021B","5.00","5","8","1.6","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2021","2021B","0.56","0.56","1.12","2","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021B","4.10","4.1","6.56","1.6","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17665","San José","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","5.00","5","5","1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17272","Filadelfia","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","25.00","23","35.38","1.54","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17777","Supía","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","81.00","78","46.8","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17777","Supía","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","1,418.30","1,125.29","1,125.29","1","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17777","Supía","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","2,185.00","2,185","109,250","50","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17777","Supía","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021A","5.50","5","6.5","1.3","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17777","Supía","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021A","1.00","1","1.3","1.3","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17777","Supía","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021A","3.00","3","4.5","1.5","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17777","Supía","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021B","3.00","2.5","3.25","1.3","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17777","Supía","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021B","3.00","2.5","3.25","1.3","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17777","Supía","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","2.00","2","2.4","1.2","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17867","Victoria","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","740.00","635","622.3","0.98","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17867","Victoria","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","86.35","72.57","100.15","1.38","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17867","Victoria","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","46.00","40","2,660","66.5","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17867","Victoria","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021A","108.00","93","302","3.25","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17867","Victoria","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021A","74.00","71","81","1.14","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17867","Victoria","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021B","128.00","128","412","3.22","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17867","Victoria","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","104.00","104","124","1.19","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17873","Villamaría","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","1,510.48","1,151.22","1,047.61","0.91","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17873","Villamaría","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","10.00","10","750","75","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17873","Villamaría","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021A","4.00","4","7.6","1.9","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17873","Villamaría","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2021","2021A","2.00","2","3.8","1.9","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17873","Villamaría","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021A","10.00","10","17.48","1.75","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17873","Villamaría","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","2.00","1.9","19","10","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17877","Viterbo","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","130.00","128","108.8","0.85","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17877","Viterbo","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","449.69","350.97","477.32","1.36","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17877","Viterbo","Caña de Azúcar","Caña de Azúcar","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","2,892.80","2,862.8","312,274.22","109.08","2030401","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17877","Viterbo","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","145.00","140","1,820","13","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17877","Viterbo","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021A","1.00","1","2","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17877","Viterbo","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2021","2021A","15.00","15","105","7","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17877","Viterbo","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021A","2.00","2","2","1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17877","Viterbo","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2021","2021B","2.00","2","4","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17877","Viterbo","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2021","2021B","15.00","15","105","7","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17877","Viterbo","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2021","2021B","2.00","2","1","0.5","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17001","Manizales","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","101.00","81","48.6","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17001","Manizales","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","4,765.43","3,386.54","4,076.85","1.2","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17001","Manizales","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","15.00","15","1,200","80","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17001","Manizales","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","3.00","12","24","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17001","Manizales","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","5.00","5","8","1.6","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17001","Manizales","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","6.00","3","6","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17001","Manizales","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","15.00","14","28","2","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17013","Aguadas","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","4,059.60","3,177.86","3,036.19","0.96","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17013","Aguadas","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","505.00","505","40,400","80","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17013","Aguadas","Fique","Fique","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","2.00","2","2","1","2030500","Furcraea gigantea","Fibra o cabuya"
"Colombia","Caldas","17013","Aguadas","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","34.00","5","10","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17013","Aguadas","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","14.00","4","8","2","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17013","Aguadas","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022A","35.00","35","49.07","1.4","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17013","Aguadas","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","32.00","32","35.2","1.1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17013","Aguadas","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","28.00","32","64","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17013","Aguadas","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","20.00","14","28","2","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17013","Aguadas","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022B","35.00","35","49.07","1.4","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17013","Aguadas","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","32.00","32","35.2","1.1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17042","Anserma","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","408.00","408","204","0.5","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17042","Anserma","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","5,264.39","4,045.6","4,757.89","1.18","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17042","Anserma","Caña de Azúcar","Caña de Azúcar","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","51.00","51","5,049","99","2030401","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17042","Anserma","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","94.00","94","3,384","36","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17042","Anserma","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2022","2022A","8.00","8","40","5","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","17.00","16","80","5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2022","2022A","6.00","5.5","8.25","1.5","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","3.00","3.2","4.8","1.5","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","9.00","5.7","7.41","1.3","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17042","Anserma","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2022","2022B","8.00","8","42.4","5.3","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","12.00","16","24","1.5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2022","2022B","4.00","5","26.5","5.3","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","3.00","4","6","1.5","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17042","Anserma","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","2.10","1.9","2.47","1.3","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17050","Aranzazu","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","1,581.80","1,289.04","1,263.2","0.98","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17050","Aranzazu","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","50.00","50","3,250","65","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17050","Aranzazu","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","10.00","9","7.05","0.78","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17050","Aranzazu","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","3.00","2","1.57","0.78","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17050","Aranzazu","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022A","9.00","6","5.89","0.98","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17050","Aranzazu","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","6.00","5","10.49","2.1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17050","Aranzazu","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","10.00","9","6.29","0.7","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17050","Aranzazu","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","3.00","2","1.4","0.7","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17050","Aranzazu","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022B","9.00","6","12","2","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17050","Aranzazu","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","6.00","5","10.49","2.1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17088","Belalcázar","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","704.00","696.5","626.85","0.9","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17088","Belalcázar","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","2,568.45","1,950.93","2,272.09","1.16","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17088","Belalcázar","Caña de Azúcar","Caña de Azúcar","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","206.00","192","15,360","80","2030401","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17088","Belalcázar","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","40.50","35.5","355","10","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17088","Belalcázar","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2022","2022A","10.00","10","50","5","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17088","Belalcázar","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","0.00","14","42","3","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17088","Belalcázar","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","3.00","3","1.2","0.4","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17088","Belalcázar","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2022","2022B","4.00","10","50","5","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17088","Belalcázar","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","10.00","0","0","0","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17088","Belalcázar","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","6.00","3","1.2","0.4","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","31.00","31","27.9","0.9","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","3,801.83","2,487.43","2,539.68","1.02","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17174","Chinchiná","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","66.00","66","2,970","45","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17174","Chinchiná","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2022","2022A","10.00","0","0","0","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","2.00","1","0.84","0.84","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","1.00","0.5","1.5","3","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","1.00","1","0.84","0.84","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","1.00","2","1.68","0.84","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Maíz Blanco Tecnificado","Maíz Blanco Tecnificado","Transitorio","Cereales","Cereales","2022","2022B","10.00","10","100","10","1010403","Zea mays","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","1.00","1","0.84","0.84","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17174","Chinchiná","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","1.00","1","0.84","0.84","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17272","Filadelfia","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","1,942.67","1,528.17","1,763.99","1.15","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17272","Filadelfia","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","1,642.00","1,622","77,856","48","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17272","Filadelfia","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","32.50","30","29.36","0.98","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17272","Filadelfia","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","32.50","30","25.17","0.84","1010402","Zea mays","Grano seco"
